Seat;Full Name;Title;Start Year;End Year;Profession;VIAF id;VIAF URL;Wikipedia URL;Full Name Wikipage;Notes
24;Sully Prudhomme;;1881;1907;poet and essayist;89565335;http://viaf.org/viaf/89565335;http://en.wikipedia.org/wiki/Sully_Prudhomme;Sully_Prudhomme;
24;Henri PoincarŽ;;1908;1912;mathematician, astronomer, engineer and philosopher;51694558;http://viaf.org/viaf/51694558;http://en.wikipedia.org/wiki/Henri_Poincar%C3%A9;Henri_PoincarŽ;
24;Alfred Capus;;1914;1922;playwright, journalist and essayist;14797035;http://viaf.org/viaf/14797035;http://en.wikipedia.org/wiki/Alfred_Capus;Alfred_Capus;
24;ƒdouard EstauniŽ;;1923;1942;novelist and engineer;46760656;http://viaf.org/viaf/46760656;http://en.wikipedia.org/wiki/%C3%89douard_Estauni%C3%A9;ƒdouard_EstauniŽ;
24;Louis-Pasteur Vallery-Radot;;1944;1970;doctor;;;http://en.wikipedia.org/wiki/Louis-Pasteur_Vallery-Radot;Louis-Pasteur_Vallery-Radot;
24;ƒtienne Wolff;;1971;1996;biologist;19025;http://viaf.org/viaf/19025;http://en.wikipedia.org/wiki/%C3%89tienne_Wolff;ƒtienne_Wolff;
24;Jean-Franois Revel;;1997;2006;historian and essayist;68934958;http://viaf.org/viaf/68934958;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Revel;Jean-Franois_Revel;
24;Max Gallo;;2007;;journalist and novelist;108584399;http://viaf.org/viaf/108584399;http://en.wikipedia.org/wiki/Max_Gallo;Max_Gallo;
25;Claude de L'Estoile;;1634;1652;playwright and poet;;;http://en.wikipedia.org/wiki/Claude_de_L%27Estoile;Claude_de_L'Estoile;
25;Armand de Camboust;duc de Coislin;1652;1702;soldier;8530840;http://viaf.org/viaf/8530840;http://en.wikipedia.org/wiki/Armand_de_Camboust,_duc_de_Coislin;Armand_de_Camboust,_duc_de_Coislin;
25;Pierre de Camboust;duc de Coislin;1702;1710;aristocrat;;;http://en.wikipedia.org/wiki/Pierre_de_Camboust,_duc_de_Coislin;Pierre_de_Camboust,_duc_de_Coislin;
25;Henri Charles du Cambout de Coislin;;1710;1732;ecclesiastic;10206371;http://viaf.org/viaf/10206371;http://en.wikipedia.org/wiki/Henri_Charles_du_Cambout_de_Coislin;Henri_Charles_du_Cambout_de_Coislin;
25;Jean-Baptiste Surian;;1733;1754;ecclesiastic;5064616;http://viaf.org/viaf/5064616;http://en.wikipedia.org/wiki/Jean-Baptiste_Surian;Jean-Baptiste_Surian;
25;Jean Le Rond;dit d'Alembert;1754;1783;philosopher and mathematician;46756283;http://viaf.org/viaf/46756283;http://en.wikipedia.org/wiki/Jean_le_Rond_d%27Alembert;Jean_le_Rond_d'Alembert;
25;Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier;;1783;1793;biographer;;;http://en.wikipedia.org/wiki/Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier;Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier;
25;Jean-ƒtienne-Marie Portalis;;1803;1807;politician, philosopher and lawyer;36948523;http://viaf.org/viaf/36948523;http://en.wikipedia.org/wiki/Jean-%C3%89tienne-Marie_Portalis;Jean-ƒtienne-Marie_Portalis;
25;Pierre Laujon;;1807;1811;poet and songwriter;14779178;http://viaf.org/viaf/14779178;http://en.wikipedia.org/wiki/Pierre_Laujon;Pierre_Laujon;
25;Charles-Guillaume ƒtienne;;1811;1816;poet and playwright;7389876;http://viaf.org/viaf/7389876;http://en.wikipedia.org/wiki/Charles-Guillaume_%C3%89tienne;Charles-Guillaume_ƒtienne;"Excluded by ordinance; see also seat 32"
25;Marie-Gabriel-Florent-Auguste de Choiseul-Gouffier;;1816;1817 (2nd time);;;;http://en.wikipedia.org/wiki/Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier;Marie-Gabriel-Florent-Auguste_de_Choiseul-Gouffier;
25;Jean-Louis Laya;;1817;1833;poet and playwright;49227876;http://viaf.org/viaf/49227876;http://en.wikipedia.org/wiki/Jean-Louis_Laya;Jean-Louis_Laya;
25;Charles Nodier;;1833;1844;novelist, poet and grammarian;64009895;http://viaf.org/viaf/64009895;http://en.wikipedia.org/wiki/Charles_Nodier;Charles_Nodier;
25;Prosper MŽrimŽe;;1844;1870;novelist;44302582;http://viaf.org/viaf/44302582;http://en.wikipedia.org/wiki/Prosper_M%C3%A9rim%C3%A9e;Prosper_MŽrimŽe;
25;Louis de LomŽnie;;1871;1878;essayist;14899048;http://viaf.org/viaf/14899048;http://en.wikipedia.org/wiki/Louis_de_Lom%C3%A9nie;Louis_de_LomŽnie;
25;Hippolyte Taine;;1878;1893;essayist and historian;2477374;http://viaf.org/viaf/2477374;http://en.wikipedia.org/wiki/Hippolyte_Taine;Hippolyte_Taine;
25;Albert Sorel;;1894;1906;historian;7459179;http://viaf.org/viaf/7459179;http://en.wikipedia.org/wiki/Albert_Sorel;Albert_Sorel;
25;Maurice Donnay;;1907;1945;playwright;24687571;http://viaf.org/viaf/24687571;http://en.wikipedia.org/wiki/Charles_Maurice_Donnay;Charles_Maurice_Donnay;
25;Marcel Pagnol;;1946;1974;playwright, film-maker and novelist;9851452;http://viaf.org/viaf/9851452;http://en.wikipedia.org/wiki/Marcel_Pagnol;Marcel_Pagnol;
25;Jean Bernard;;1976;2006;medical doctor;9843081;http://viaf.org/viaf/9843081;http://en.wikipedia.org/wiki/Jean_Bernard_(physician);Jean_Bernard_(physician);
25;Dominique Fernandez;;2007;;novelist and literary critic;61545621;http://viaf.org/viaf/61545621;http://en.wikipedia.org/wiki/Dominique_Fernandez;Dominique_Fernandez;
26;Amable de Bourzeys;;1634;1672;ecclesiastic and scholar;44308011;http://viaf.org/viaf/44308011;http://en.wikipedia.org/wiki/Amable_de_Bourzeys;Amable_de_Bourzeys;
26;Jean Gallois;;1672;1707;ecclesiastic;54137326;http://viaf.org/viaf/54137326;http://en.wikipedia.org/wiki/Jean_Gallois;Jean_Gallois;
26;Edme Mongin;;1707;1746;ecclesiastic;41830713;http://viaf.org/viaf/41830713;http://en.wikipedia.org/wiki/Edme_Mongin;Edme_Mongin;
26;Jean Ignace de La Ville;;1746;1774;ecclesiastic and diplomat;59073572;http://viaf.org/viaf/59073572;http://en.wikipedia.org/wiki/Jean_Ignace_de_La_Ville;Jean_Ignace_de_La_Ville;
26;Jean-Baptiste-Antoine Suard;;1774;1817;essayist;89808442;http://viaf.org/viaf/89808442;http://en.wikipedia.org/wiki/Jean-Baptiste-Antoine_Suard;Jean-Baptiste-Antoine_Suard;
26;Jean-Franois Roger;;1817;1842;poet and playwright;5197733;http://viaf.org/viaf/5197733;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Roger_(1776%E2%80%931842);Jean-Franois_Roger_(1776Ð1842);
26;Henri Patin;;1842;1876;professor;66550381;http://viaf.org/viaf/66550381;http://en.wikipedia.org/wiki/Henri_Patin;Henri_Patin;
26;Marie-Louis-Antoine-Gaston Boissier;;1876;1908;historian and philologist;41170;http://viaf.org/viaf/41170;http://en.wikipedia.org/wiki/Marie-Louis-Antoine-Gaston_Boissier;Marie-Louis-Antoine-Gaston_Boissier;
26;RenŽ Doumic;;1909;1937;literary historian and critic, and essayist;68953396;http://viaf.org/viaf/68953396;http://en.wikipedia.org/wiki/Ren%C3%A9_Doumic;RenŽ_Doumic;
26;AndrŽ Maurois;;1938;1967;novelist, essayist, literary historian and critic;64009119;http://viaf.org/viaf/64009119;http://en.wikipedia.org/wiki/Andr%C3%A9_Maurois;AndrŽ_Maurois;
26;Marcel Arland;;1968;1986;novelist, essayist, literary historian and critic;19673322;http://viaf.org/viaf/19673322;http://en.wikipedia.org/wiki/Marcel_Arland;Marcel_Arland;
26;Georges Duby;;1987;1996;historian;64004859;http://viaf.org/viaf/64004859;http://en.wikipedia.org/wiki/Georges_Duby;Georges_Duby;
26;Jean-Marie Rouart;;1997;;novelist and essayist;4936089;http://viaf.org/viaf/4936089;http://en.wikipedia.org/wiki/Jean-Marie_Rouart;Jean-Marie_Rouart;
27;Abel Servien;;1634;1659;politician;27322684;http://viaf.org/viaf/27322684;http://en.wikipedia.org/wiki/Abel_Servien;Abel_Servien;
27;Jean-Jacques Renouard de Villayer;;1659;1691;politician;;;http://en.wikipedia.org/wiki/Jean-Jacques_Renouard_de_Villayer;Jean-Jacques_Renouard_de_Villayer;
27;Bernard le Bovier de Fontenelle;;1691;1757;playwright and philosopher;99744686;http://viaf.org/viaf/99744686;http://en.wikipedia.org/wiki/Bernard_le_Bovier_de_Fontenelle;Bernard_le_Bovier_de_Fontenelle;
27;Antoine-Louis SŽguier;;1757;1792;lawyer;64153512;http://viaf.org/viaf/64153512;http://en.wikipedia.org/wiki/Antoine-Louis_S%C3%A9guier;Antoine-Louis_SŽguier;
27;Jacques-Henri Bernardin de Saint-Pierre;;1803;1814;essayist;59088938;http://viaf.org/viaf/59088938;http://en.wikipedia.org/wiki/Jacques-Henri_Bernardin_de_Saint-Pierre;Jacques-Henri_Bernardin_de_Saint-Pierre;
27;ƒtienne Aignan;;1814;1824;journalist and playwright;29528932;http://viaf.org/viaf/29528932;http://en.wikipedia.org/wiki/%C3%89tienne_Aignan;ƒtienne_Aignan;
27;Alexandre Soumet;;1824;1845;poet and playwright;44376715;http://viaf.org/viaf/44376715;http://en.wikipedia.org/wiki/Alexandre_Soumet;Alexandre_Soumet;
27;Ludovic Vitet;;1845;1873;archaeologist;5078796;http://viaf.org/viaf/5078796;http://en.wikipedia.org/wiki/Ludovic_Vitet;Ludovic_Vitet;
27;Elme Marie Caro;;1874;1887;philosopher;59080026;http://viaf.org/viaf/59080026;http://en.wikipedia.org/wiki/Elme_Marie_Caro;Elme_Marie_Caro;
27;Gabriel Paul Othenin de ClŽron;comte d'Haussonville;1888;1924;politician and lawyer;54248325;http://viaf.org/viaf/54248325;http://en.wikipedia.org/wiki/Gabriel_Paul_Othenin_de_Cl%C3%A9ron,_comte_d%27Haussonville;Gabriel_Paul_Othenin_de_ClŽron,_comte_d'Haussonville;
27;Auguste-Armand de la Force;;1925;1961;historian;24610622;http://viaf.org/viaf/24610622;http://en.wikipedia.org/wiki/Auguste-Armand_de_la_Force;Auguste-Armand_de_la_Force;
27;Joseph Kessel;;1962;1979;journalist and novelist;73988664;http://viaf.org/viaf/73988664;http://en.wikipedia.org/wiki/Joseph_Kessel;Joseph_Kessel;
27;Michel Droit;;1980;2001;novelist;68928212;http://viaf.org/viaf/68928212;http://en.wikipedia.org/wiki/Michel_Droit;Michel_Droit;
27;Pierre Nora;;2001;;historian;98090393;http://viaf.org/viaf/98090393;http://en.wikipedia.org/wiki/Pierre_Nora;Pierre_Nora;
28;Jean-Louis Guez de Balzac;;1634;1654;essayist;54143917;http://viaf.org/viaf/54143917;http://en.wikipedia.org/wiki/Jean-Louis_Guez_de_Balzac;Jean-Louis_Guez_de_Balzac;
28;Paul Hardouin de PŽrŽfixe de Beaumont;;1654;1670;ecclesiastic and historian;59127102;http://viaf.org/viaf/59127102;http://en.wikipedia.org/wiki/Hardouin_de_P%C3%A9r%C3%A9fixe_de_Beaumont;Hardouin_de_PŽrŽfixe_de_Beaumont;
28;Franois de Harlay de Champvallon;;1671;1695;ecclesiastic;76392319;http://viaf.org/viaf/76392319;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Harlay_de_Champvallon;Franois_de_Harlay_de_Champvallon;
28;AndrŽ Dacier;;1695;1722;philologist and translator;27063045;http://viaf.org/viaf/27063045;http://en.wikipedia.org/wiki/Andr%C3%A9_Dacier;AndrŽ_Dacier;
28;Guillaume Dubois;;1722;1723;ecclesiastic and politician;71524910;http://viaf.org/viaf/71524910;http://en.wikipedia.org/wiki/Guillaume_Dubois;Guillaume_Dubois;
28;Charles-Jean-Franois HŽnault;;1723;1770;magistrate;118096;http://viaf.org/viaf/118096;http://en.wikipedia.org/wiki/Charles-Jean-Fran%C3%A7ois_H%C3%A9nault;Charles-Jean-Franois_HŽnault;
28;Charles Juste de Beauvau;;1771;1793;politician and soldier;64121380;http://viaf.org/viaf/64121380;http://en.wikipedia.org/wiki/Charles_Juste_de_Beauvau;Charles_Juste_de_Beauvau;
28;Philippe-Antoine Merlin de Douai;;1803;1815;politician and lawyer;27143563;http://viaf.org/viaf/27143563;http://en.wikipedia.org/wiki/Philippe-Antoine_Merlin_de_Douai;Philippe-Antoine_Merlin_de_Douai;Removed by ordinance
28;Antoine-Franois-Claude Ferrand;;1816;1825;magistrate, poet, historian and playwright;22152164;http://viaf.org/viaf/22152164;http://en.wikipedia.org/wiki/Antoine-Fran%C3%A7ois-Claude_Ferrand;Antoine-Franois-Claude_Ferrand;
28;Casimir Delavigne;;1825;1843;poet and playwright;7409673;http://viaf.org/viaf/7409673;http://en.wikipedia.org/wiki/Casimir_Delavigne;Casimir_Delavigne;
28;Charles Augustin Sainte-Beuve;;1844;1869;essayist and poet;56616058;http://viaf.org/viaf/56616058;http://en.wikipedia.org/wiki/Charles_Augustin_Sainte-Beuve;Charles_Augustin_Sainte-Beuve;
28;Jules Janin;;1870;1874;novelist and critic;51774748;http://viaf.org/viaf/51774748;http://en.wikipedia.org/wiki/Jules_Janin;Jules_Janin;
28;John Lemoinne;;1875;1892;diplomat and journalist;31985417;http://viaf.org/viaf/31985417;http://en.wikipedia.org/wiki/John_Lemoinne;John_Lemoinne;
28;Ferdinand Brunetire;;1893;1906;literary critic, historian of literature and essayist;29605167;http://viaf.org/viaf/29605167;http://en.wikipedia.org/wiki/Ferdinand_Bruneti%C3%A8re;Ferdinand_Brunetire;
28;Henri Barboux;;1907;1910;lawyer;64138489;http://viaf.org/viaf/64138489;http://en.wikipedia.org/wiki/Henri_Barboux;Henri_Barboux;
28;Henry Roujon;;1911;1914;senior bureaucrat, essayist and novelist;61610107;http://viaf.org/viaf/61610107;http://en.wikipedia.org/wiki/Henry_Roujon;Henry_Roujon;
28;Louis Barthou;;1918;1934;politician, magistrate, historian and historian of literature;68969578;http://viaf.org/viaf/68969578;http://en.wikipedia.org/wiki/Louis_Barthou;Louis_Barthou;Assassinated
28;Claude Farrre;;1935;1957;novelist, essayist and historian;5919;http://viaf.org/viaf/5919;http://en.wikipedia.org/wiki/Claude_Farr%C3%A8re;Claude_Farrre;
28;Henri Troyat;;1959;2007;novelist, historian of literature, historian;14777553;http://viaf.org/viaf/14777553;http://en.wikipedia.org/wiki/Henri_Troyat;Henri_Troyat;
28;Jean-Christophe Rufin;;2008;;physician and novelist;86450032;http://viaf.org/viaf/86450032;http://en.wikipedia.org/wiki/Jean-Christophe_Rufin;Jean-Christophe_Rufin;
29;Pierre Bardin;;1634;1635;philosopher and mathematician;3525892;http://viaf.org/viaf/3525892;http://en.wikipedia.org/wiki/Pierre_Bardin;Pierre_Bardin;
29;Nicolas Bourbon;;1637;1644;ecclesiastic;;;http://en.wikipedia.org/wiki/Nicholas_Bourbon_(the_younger);Nicholas_Bourbon_(the_younger);
29;Franois-Henri Salomon de Virelade;;1644;1670;lawyer;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_Salomon_de_Virelade;Franois-Henri_Salomon_de_Virelade;
29;Philippe Quinault;;1670;1688;poet and playwright;61556388;http://viaf.org/viaf/61556388;http://en.wikipedia.org/wiki/Philippe_Quinault;Philippe_Quinault;
29;Franois de Callires;;1688;1717;philologist;27174041;http://viaf.org/viaf/27174041;http://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Calli%C3%A8res;Franois_de_Callires;
29;AndrŽ-Hercule de Fleury;;1717;1743;ecclesiastic and politician;119658;http://viaf.org/viaf/119658;http://en.wikipedia.org/wiki/Andr%C3%A9-Hercule_de_Fleury;AndrŽ-Hercule_de_Fleury;
29;Paul d'Albert de Luynes;;1743;1788;ecclesiastic;9942722;http://viaf.org/viaf/9942722;http://en.wikipedia.org/wiki/Paul_d%27Albert_de_Luynes;Paul_d'Albert_de_Luynes;
29;Jean-Pierre Claris de Florian;;1788;1794;playwright, novelist and poet;24601427;http://viaf.org/viaf/24601427;http://en.wikipedia.org/wiki/Jean-Pierre_Claris_de_Florian;Jean-Pierre_Claris_de_Florian;
29;Jean-Franois Cailhava de L'Estandoux;;1803;1813;playwright, poet and critic;;;http://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Cailhava_de_L%27Estandoux;Jean-Franois_Cailhava_de_L'Estandoux;
29;Joseph Michaud;;1813;1839;journalist and historian;59172342;http://viaf.org/viaf/59172342;http://en.wikipedia.org/wiki/Joseph_Fran%C3%A7ois_Michaud;Joseph_Franois_Michaud;
29;Jean Pierre Flourens;;1840;1867;physiologist;14769755;http://viaf.org/viaf/14769755;http://en.wikipedia.org/wiki/Jean_Pierre_Flourens;Jean_Pierre_Flourens;
29;Claude Bernard;;1868;1878;doctor;73849966;http://viaf.org/viaf/73849966;http://en.wikipedia.org/wiki/Claude_Bernard;Claude_Bernard;
29;Ernest Renan;;1878;1892;philosopher;100170528;http://viaf.org/viaf/100170528;http://en.wikipedia.org/wiki/Ernest_Renan;Ernest_Renan;
29;Paul-Armand Challemel-Lacour;;1893;1896;politician and diplomat;85754;http://viaf.org/viaf/85754;http://en.wikipedia.org/wiki/Paul-Armand_Challemel-Lacour;Paul-Armand_Challemel-Lacour;
29;Gabriel Hanotaux;;1897;1944;politician, diplomat and historian;19678646;http://viaf.org/viaf/19678646;http://en.wikipedia.org/wiki/Gabriel_Hanotaux;Gabriel_Hanotaux;
29;AndrŽ Siegfried;;1944;1959;historian and geographer;44371284;http://viaf.org/viaf/44371284;http://en.wikipedia.org/wiki/Andr%C3%A9_Siegfried;AndrŽ_Siegfried;
29;Henry de Montherlant;;1960;1972;playwright, novelist and essayist;212783337;http://viaf.org/viaf/212783337;http://en.wikipedia.org/wiki/Henry_de_Montherlant;Henry_de_Montherlant;
29;Claude LŽvi-Strauss;;1973;2009;anthropologist;102346347;http://viaf.org/viaf/102346347;http://en.wikipedia.org/wiki/Claude_L%C3%A9vi-Strauss;Claude_LŽvi-Strauss;
29;Amin Maalouf;;2011;;novelist;108192345;http://viaf.org/viaf/108192345;http://en.wikipedia.org/wiki/Amin_Maalouf;Amin_Maalouf;
30;Honorat de Bueil;seigneur de Racan;1634;1670;poet;27079756;http://viaf.org/viaf/27079756;http://en.wikipedia.org/wiki/Honorat_de_Bueil,_seigneur_de_Racan;Honorat_de_Bueil,_seigneur_de_Racan;
30;Franois-SŽraphin RŽgnier-Desmarais;;1670;1713;ecclesiastic and grammarian;7495117;http://viaf.org/viaf/7495117;http://en.wikipedia.org/wiki/Fran%C3%A7ois-S%C3%A9raphin_R%C3%A9gnier-Desmarais;Franois-SŽraphin_RŽgnier-Desmarais;
30;Bernard de la Monnoye;;1713;1728;philologist and critic;34498528;http://viaf.org/viaf/34498528;http://en.wikipedia.org/wiki/Bernard_de_la_Monnoye;Bernard_de_la_Monnoye;
30;Michel Poncet de La Rivire;;1728;1730;ecclesiastic;59158867;http://viaf.org/viaf/59158867;http://en.wikipedia.org/wiki/Michel_Poncet_de_La_Rivi%C3%A8re;Michel_Poncet_de_La_Rivire;
30;Jacques Hardion;;1730;1766;historian;902;http://viaf.org/viaf/902;http://en.wikipedia.org/wiki/Jacques_Hardion;Jacques_Hardion;
30;Antoine LŽonard Thomas;;1766;1785;poet;9877946;http://viaf.org/viaf/9877946;http://en.wikipedia.org/wiki/Antoine_L%C3%A9onard_Thomas;Antoine_LŽonard_Thomas;
30;Jacques Antoine Hippolyte;Comte de Guibert;1785;1790;playwright;73854370;http://viaf.org/viaf/73854370;http://en.wikipedia.org/wiki/Jacques_Antoine_Hippolyte,_Comte_de_Guibert;Jacques_Antoine_Hippolyte,_Comte_de_Guibert;
30;Jean Jacques RŽgis de CambacŽrs;;1803-1816;;"politician; died 1824";34522532;http://viaf.org/viaf/34522532;http://en.wikipedia.org/wiki/Jean_Jacques_R%C3%A9gis_de_Cambac%C3%A9r%C3%A8s;Jean_Jacques_RŽgis_de_CambacŽrs;Excluded by ordinance
30;Louis Gabriel Ambroise de Bonald;;1816;1840;philosopher and publicist;61542132;http://viaf.org/viaf/61542132;http://en.wikipedia.org/wiki/Louis_Gabriel_Ambroise_de_Bonald;Louis_Gabriel_Ambroise_de_Bonald;
30;Jacques-Franois Ancelot;;1841;1854;poet, novelist and playwright;54189354;http://viaf.org/viaf/54189354;http://en.wikipedia.org/wiki/Jacques-Fran%C3%A7ois_Ancelot;Jacques-Franois_Ancelot;
30;Ernest LegouvŽ;;1855;1903;poet, novelist, playwright and essayist;54252957;http://viaf.org/viaf/54252957;http://en.wikipedia.org/wiki/Ernest_Legouv%C3%A9;Ernest_LegouvŽ;
30;RenŽ Bazin;;1903;1932;novelist and essayist;24597541;http://viaf.org/viaf/24597541;http://en.wikipedia.org/wiki/Ren%C3%A9_Bazin;RenŽ_Bazin;
30;ThŽodore Gosselin;;1932;1935;historian who wrote under the pen name of G. Lenotre;100168737;http://viaf.org/viaf/100168737;http://en.wikipedia.org/wiki/Th%C3%A9odore_Gosselin;ThŽodore_Gosselin;
30;Georges Duhamel;;1935;1966;doctor, essayist, novelist, poet and playwright;66466573;http://viaf.org/viaf/66466573;http://en.wikipedia.org/wiki/Georges_Duhamel;Georges_Duhamel;
30;Maurice Druon;;1966;2009;politician and novelist;97107129;http://viaf.org/viaf/97107129;http://en.wikipedia.org/wiki/Maurice_Druon;Maurice_Druon;
30;Danile Sallenave;;2011;;novelist and journalist;;;http://en.wikipedia.org/wiki/Dani%C3%A8le_Sallenave;Danile_Sallenave;
31;Pierre de Boissat;;1634;1662;soldier;69269256;http://viaf.org/viaf/69269256;http://en.wikipedia.org/wiki/Pierre_de_Boissat;Pierre_de_Boissat;
31;Antoine Furetire;;1662;1685;poet, fabulist and novelist;64005988;http://viaf.org/viaf/64005988;http://en.wikipedia.org/wiki/Antoine_Fureti%C3%A8re;Antoine_Furetire;"Died in 1688; excluded but not replaced"
31;Jean de La Chapelle;;1688;1723;poet;107371423;http://viaf.org/viaf/107371423;http://en.wikipedia.org/wiki/Jean_de_La_Chapelle;Jean_de_La_Chapelle;
31;Pierre-Joseph Thoulier d'Olivet;;1723;1768;ecclesiastic and grammarian;99337414;http://viaf.org/viaf/99337414;http://en.wikipedia.org/wiki/Pierre-Joseph_Thoulier_d%27Olivet;Pierre-Joseph_Thoulier_d'Olivet;
31;ƒtienne Bonnot de Condillac;;1768;1780;ecclesiastic and philosopher;9844868;http://viaf.org/viaf/9844868;http://en.wikipedia.org/wiki/%C3%89tienne_Bonnot_de_Condillac;ƒtienne_Bonnot_de_Condillac;
31;Louis-ƒlisabeth de La Vergne de Tressan;;1780;1783;poet and physicist;7425031;http://viaf.org/viaf/7425031;http://en.wikipedia.org/wiki/Louis-%C3%89lisabeth_de_La_Vergne_de_Tressan;Louis-ƒlisabeth_de_La_Vergne_de_Tressan;
31;Jean Sylvain Bailly;;1783;1793;"mathematician; guillotined";27174087;http://viaf.org/viaf/27174087;http://en.wikipedia.org/wiki/Jean_Sylvain_Bailly;Jean_Sylvain_Bailly;
31;Emmanuel Joseph Sieys;;1803;1816;ecclesiastic, essayist and diplomat;;;http://en.wikipedia.org/wiki/Emmanuel_Joseph_Siey%C3%A8s;Emmanuel_Joseph_Sieys;"Died 1836; excluded by ordinance"
31;GŽrard de Lally-Tollendal;;1816;1830;politician;;;http://en.wikipedia.org/wiki/G%C3%A9rard_de_Lally-Tollendal;GŽrard_de_Lally-Tollendal;
31;Jean-Baptiste Sanson de Pongerville;;1830;1870;poet;;;http://en.wikipedia.org/wiki/Jean-Baptiste_Sanson_de_Pongerville;Jean-Baptiste_Sanson_de_Pongerville;
31;Xavier Marmier;;1870;1892;novelist and poet;51665773;http://viaf.org/viaf/51665773;http://en.wikipedia.org/wiki/Xavier_Marmier;Xavier_Marmier;
31;Henri de Bornier;;1893;1901;playwright and poet;69027708;http://viaf.org/viaf/69027708;http://en.wikipedia.org/wiki/Henri_de_Bornier;Henri_de_Bornier;
31;Edmond Rostand;;1901;1918;playwright and poet;7396516;http://viaf.org/viaf/7396516;http://en.wikipedia.org/wiki/Edmond_Rostand;Edmond_Rostand;
31;Joseph BŽdier;;1920;1938;philologist;59078717;http://viaf.org/viaf/59078717;http://en.wikipedia.org/wiki/Joseph_B%C3%A9dier;Joseph_BŽdier;
31;JŽr™me Tharaud;;1938;1953;novelist;51696518;http://viaf.org/viaf/51696518;http://en.wikipedia.org/wiki/J%C3%A9r%C3%B4me_Tharaud;JŽr™me_Tharaud;
31;Jean Cocteau;;1955;1963;playwright, poet, choreographer, filmmaker and painter;12306661;http://viaf.org/viaf/12306661;http://en.wikipedia.org/wiki/Jean_Cocteau;Jean_Cocteau;
31;Jacques Rueff;;1964;1978;economist and high bureaucrat;4936193;http://viaf.org/viaf/4936193;http://en.wikipedia.org/wiki/Jacques_Rueff;Jacques_Rueff;
31;Jean Dutourd;;1978;2011;novelist;24600997;http://viaf.org/viaf/24600997;http://en.wikipedia.org/wiki/Jean_Dutourd;Jean_Dutourd;
32;Claude Favre de Vaugelas;;1634;1650;grammarian;27072573;http://viaf.org/viaf/27072573;http://en.wikipedia.org/wiki/Claude_Favre_de_Vaugelas;Claude_Favre_de_Vaugelas;
32;Georges de ScudŽry;;1650;1667;novelist, playwright and poet;95159204;http://viaf.org/viaf/95159204;http://en.wikipedia.org/wiki/Georges_de_Scud%C3%A9ry;Georges_de_ScudŽry;
32;Philippe de Courcillon;;1667;1720;soldier, governor and diplomat;7513421;http://viaf.org/viaf/7513421;http://en.wikipedia.org/wiki/Philippe_de_Courcillon;Philippe_de_Courcillon;
32;Armand de Vignerot du Plessis;;1720;1788;soldier, libertine and politician;;;http://en.wikipedia.org/wiki/Armand_de_Vignerot_du_Plessis;Armand_de_Vignerot_du_Plessis;
32;Franois-Henri d'Harcourt;;1788;1802;soldier;;;http://en.wikipedia.org/wiki/Fran%C3%A7ois-Henri_d%27Harcourt;Franois-Henri_d'Harcourt;
32;Lucien Bonaparte;;1803;1816;politician;46869293;http://viaf.org/viaf/46869293;http://en.wikipedia.org/wiki/Lucien_Bonaparte;Lucien_Bonaparte;Excluded by ordinance
32;Louis-Simon Auger;;1816;1829;journalist and playwright;66573842;http://viaf.org/viaf/66573842;http://en.wikipedia.org/wiki/Louis-Simon_Auger;Louis-Simon_Auger;
32;Charles-Guillaume ƒtienne;;1829;1845;poet and playwright;7389876;http://viaf.org/viaf/7389876;http://en.wikipedia.org/wiki/Charles-Guillaume_%C3%89tienne;Charles-Guillaume_ƒtienne;See also seat 25
32;Alfred de Vigny;;1845;1863;poet;41847691;http://viaf.org/viaf/41847691;http://en.wikipedia.org/wiki/Alfred_de_Vigny;Alfred_de_Vigny;
32;Camille Doucet;;1865;1895;poet and playwright;59183223;http://viaf.org/viaf/59183223;http://en.wikipedia.org/wiki/Camille_Doucet;Camille_Doucet;
32;Charles Costa de Beauregard;;1896;1909;historian and politician;;;http://en.wikipedia.org/wiki/Charles_Costa_de_Beauregard;Charles_Costa_de_Beauregard;
32;Hippolyte Langlois;;1911;1912;soldier;73955861;http://viaf.org/viaf/73955861;http://en.wikipedia.org/wiki/Hippolyte_Langlois;Hippolyte_Langlois;
32;ƒmile Boutroux;;1912;1921;philosopher and historian of philosophy;71387872;http://viaf.org/viaf/71387872;http://en.wikipedia.org/wiki/%C3%89mile_Boutroux;ƒmile_Boutroux;
32;Pierre de Nolhac;;1922;1936;historian, art historian and poet;22146490;http://viaf.org/viaf/22146490;http://en.wikipedia.org/wiki/Pierre_de_Nolhac;Pierre_de_Nolhac;
